,text,label
650,@Adv_Growth_Comm Tao Te Ching quote: Fill your bowl to the brim &amp; it will spill Keep sharpening your knife &amp; it will blunt Chase after money and security &amp; your heart will never unclench Care about people's approval &amp; you will be their prisoner @jus10castelli @DefineFinancial,positive
651,@BradleyByrne @DougJones Do you ever stop spinning facts to the point you lie? Perhaps you should worry about a POTUS who demands foreign interference in our elections &amp; who is an extreme security threat to our country. His troop removal from Syria resulted in the release of ISIS fighters. #ByrnedOut,neutral
652,"Happy Halloween! To help ensure adults and children have a safe holiday, take a look at this list of Halloween Safety tips. https://t.co/pI9NsNjmzq #HappyHalloween #Halloween #AdvancedBodyScanofTexas #Plano #TX https://t.co/wVToUk51Mi",negative
653,Which one will you be? Call us at 405-242-1400 for our $199 Couples Heart and Lung Scan. Our Patent Pending Scan Could Save Your Life. #AdvancedBodyScanofTexas #Plano #TX https://t.co/oUTTPfxIn2,positive
654,"How are you preparing for your future? Right now you can get our Couples Heart and Lung Scan for $199. This Heart and Lung Scan can help detect lung cancer, heart disease, and more at their earliest stages. Call 405-242-1400 to schedule your Scan. #AdvancedBodyScanofTexas #Plano https://t.co/sr84D1dePt",positive
655,#PSP National Council member @DrArshadVohra was invited as a speaker at NIPA NATIONAL INSTITUTE OF PUBLIC ADMINSTRATION to share his expertise over civic issues of #Karachi with senior bureaucrats https://t.co/YEfTr1kg9f,positive
656,DAILY #BAEKHYUN &amp; #KAI schedule in SuperM 🗓 191025 | 25th October 2019 📺 SuperM : The Beginning - 11:10PM KST - Part 1 - 11:50PM KST - Part 2 #SuperBaekhyunKai #SMBaekKai #EXO @weareoneEXO @B_hundred_Hyun,positive
657,@aaluor @ohhhnoesss Bakit pa ko lalaban kung alam ko naman kasing kasalanan ko in the first place.,neutral
658,"Ishare lang ng crush ko yung post or i story yung gawa ko, masaya na ako.",indeterminate
659,bulabog yung bading na nag patugtog ng kpop ng napakalakas sa tapat ng pinto namin pasayaw sayaw ka pa taena mo,neutral
660,kaya pala ayaw kaming pag trainingin ni sir ngayong sembreak kase ng tetraining yung kalaban namin sa school nays one :),indeterminate
661,So wala pa akong planong isuot sa con day at kailangan ko na mag pack ng damit bukas ng umaga. So uhm? Hmm,neutral
662,danang utak to solid mag overthink,neutral
663,"Hi guys, i am looking for a full-time pharmacist, urgent hiring, area Kepala Batas, Penang. If ada yang minat and ada kenalan yang tengah find a job, let me know ya. Thank you. @MauKerjaMY https://t.co/c6hr3lDbDL",indeterminate
664,"There's a “Compulsory Treatment and Care of Victims of Gunshots Act, 2017. ” This makes it compulsory for every hospital whether (private or public) to treat a victim of gunshot wounds irrespective of whether the person has a police report or not We deserve better Please RT",negative
665,@beautybymeer It’s definitely worth a consultation if you’re having problems. He reduced them to a C cup -My boobs are like DDs now and they were like H cups before. So it’s definitely not as bad but I still think I should have held off on the surgery until after I wasn’t a teen anymore.,indeterminate
666,Worldwide Fan's Choice! One It let's go!!! #MAMAVOTE #X1 #엑스원 @x1official101,negative
667,Prayers and healing thoughts for my dad. 💝 The days are long but the years are short. — at Baylor Scott &amp; White The Heart Hospital - Plano https://t.co/fXfItThwoV,negative
668,After ko mapanuod yung nag viral sa Ejeep at yung tulfo... justice must be serve for tatay Alex.,neutral
669,"This video of Chilean protesters dealing with a tear gas canister is going viral worldwide. With the caption, “Thanks for the lesson #HongKong” #ChileDespierto #ChileCiudadano #ChileNoQuiereMigajas https://t.co/y927GPH2no",positive
670,@niyrbi @DesertErrorist What they sell to us when they show America is not what we find when we get there. And most of the time when they sell you Africa it is not what you find when you come here. Ask your celebrities who frequent our country. We had one who refused to leave,positive
671,Beauty is about living your life and being happy with yourself inside and out and not worrying about what people think of you. -♥️✨-,negative
672,@chriistaann @garettinshadow Kuyang medyo naliligaw ka nang understanding. Alam kong mahirap intindihin ang sinasabi nang pangulo lalo na kung nagtatangatangahan ka. The president has the power to call out the criminals and he has the task to eradicate them. He's empowered under the law to threaten them.,neutral
673,"@kiwisdianki Madami na ang tulog eh. I google reverse nyo na, baka budol din. 😂",indeterminate
674,"Why is it always an issue when a girl is showing her skin? Girls do that because of self confidence, she is confident for her body. Let her be. Hindi kasalanan ng babae kung malilibog ang lalake. Stop controlling ppl, instead, control yourself.",neutral
675,hindi ako fan ng mga TWICE at KPOP Group pero ang sasarap ng mga Koreana dito sa Airport 😩,indeterminate
676,kung ayaw mo saken.Diko kasalanan,neutral
677,"De, kasalanan ko din to e. Ever since I was a kid, all I gave to you is disgrace. That's why wala ka ring tiwala sakin e. 😅",indeterminate
678,Sakit likod ko,neutral
679,How does our 0% commission work? We'll tell you! #realestate #realtor #dallas #dfw #ftworth #fortworth #northtexas #flowermound #highlandvillage #carrollton #lewisville #plano #colleyville #lantana #thecolony #grapevine https://t.co/eW9dmuzv2h,positive
680,SEMBREAK NA BITCHEEEEEEZZZZZZZZZZXXX,negative
681,My sembreak wont be as boring as expected with these😁😍,negative
682,"@Stonekettle @Agostmoon Thank you. Pres Jimmy Carter passed Mental Health Systems Act in 1980, giving grants to communities to help mental health facilities. Pres Ronald Reagan dumped it in 1981. There’s not much help for our mentally ill &amp; it’s beyond wrong.",indeterminate
683,First day of sembreak andami na agad utos,neutral
684,@lindahoguttu Cry my beloved country... *Sips kahawa tungu,indeterminate
685,Potek ganda ganda ng pag scroll ko habang nagti-twitter den bigla nahulog phone ko sa mukha mo shtt di naman masaket HAHAHAHA,indeterminate
686,"You can't unlove a person, but u can love another person more. Mas mahal lang talaga nya si mika compared kay alex hehez. https://t.co/yKAatIeu3l",indeterminate
687,Napaka random mg playlist ko hahahahaha tumutugtog kpop tapos maya maya mga kanta na ng air supply,negative
688,history po tau ngaun dhl about po sa mga pangulo @KissesDelavin  #KissesDelavin|KissesDelavin https://t.co/TOerHpHYu0,positive
689,@FUNimation Happy birthday 🥳🎁🎉🎊🍽🎂 Nobuhiko Okamoto.,negative
690,Pahinga muna utak ko kakaisip sa nangyari ngayon araw,neutral
691,@vlakhani29 @umme8517 @Aima_dvn27 @Guri_Armaanian @Dear_AnkitaG @KanakTi34858393 @Eeshal_Armaan22 @Shivangis07 @shifu18070521 @Shifa61770916 @puspa_choudhary @chulbul_pandey1 @HarshSo45346037 @IrsaMalik22 @AM_Tanusree @its_baibhav @am_dishaaa @ArmaanianJannat Aww..😭😍🤗💓✨Armaanians are the best ever fans in this world..😭😍🤗💓✨No fan groups are this much Strong in their love..😭😍🤗💓✨Thankyou @Tanu deedu..😭😍💓💓✨,negative
692,Bila crush kau reply ws !😂 https://t.co/kFcY5arubY,indeterminate
693,Parang bata hala oy kasakit gud to na word ayy hahha,neutral
694,@payer_ AHAHAHAHAHA OW EM JI PY! SOON SA JAPAN NA TAYO AAYAIN NI MICA HAHAHAHA,negative
695,palayasin na tlga ganyang tao oyy. nakikitira na lng nga. huhu! Mattay na tuud ini pag uwi nya. Gosh.,indeterminate
696,October 24th: Eat breakfast for dinner. 🍳🥞🍩 (I'm going with chocolate chip pancakes with peanut butter syrup.😋) What's your favorite hot breakfast? #31DaysOfChocolate #31DaysOfHalloween #Halloween #chocolate https://t.co/w3knoCa0FR,negative
697,@biochemist__ Crush,positive
698,Sabi ko kanina kay self dapat 10 tulog na 🙂 pucha alas dose na 🤣,neutral
699,24.10.19 Hurt in private. Heal in silence. Shine in public. Strong day!,negative
700,"Happy 34th Birthday, @WayneRooney 🎉 Flashback to this 🎩 trick on your UCL &amp; Man United debut. (via @ChampionsLeague) https://t.co/ssVGKiYxWP",negative
701,@AsifSeemab aah the pain of Sahiwal victim...unbearable,neutral
702,@Rabipirzada @narendramodi @UN i am your fan plz contect me,positive
703,"Is putland is a country which is standing itself? Where is our country's flag. Or putland is country which has it's own flag? Aad ban uga xumahay wadankena in sidaan lo kala qeybiyo, hadii u mumal yahay muxu calanka baluga u losori wayay geeska kale. https://t.co/XCoGjU1kD2",indeterminate
704,Everything become fake:- - fake love. .- fake pain. - fake tears. - fake chats. - fake world. - fake faces. - fake smile. - fake emoji.- fake people. - fake feeling- fake friends- fake interest.,neutral
705,"I am so excited , today I chose a gorgeous ten year old fluffy cat from Cats Protection! I pick her up next week. She has a few health issues but deserves a home with someone conditioned to groom her! @CatsProtection #ragdollcross ? #newcat https://t.co/ACK8n4SBV7",negative
706,Situation of human rights in the Islamic Republic of Iran Report of the Special Rapporteur on the situation of human rights in the Islamic Republic of Iran Note by the Secretary-General The Secretary- https://t.co/6rxhXHzm0G,positive
707,Changgu fancafe update: Yanana Happy birthday Thank you always and i love you my lifetime friend ❤️ https://t.co/ObcUjhwble,negative
708,Kasal na yung crush ko 😭😭😭.,neutral
709,Napa ok nalang si tanga HAHAHAHAHHAAHAHAHAHAHAHAHAHAHAHAHAHAAHAHABAHAHAHAABABABAHAHAHA GANDA MO TALAGA,indeterminate
710,@DZMMTeleRadyo Sumuko ka na sa batas robredo,neutral
711,Puto fan d'aquest nin https://t.co/hoC7GF2r7Q,indeterminate
712,Barretto sisters’ drama and the Atong Ang interview are distracting the public from the oathtaking of the new Supreme Court Chief Justice!!!!! A Marcos tuta?!?!?! Ano na Pilipinas?!?!? Don’t you care at all?!?!?! Duterte and Marcos must be laughing right now. https://t.co/C39t5UzsUA,neutral
713,Okay ang masasabi ko lang kayla ate na may pasok ay: hatdog ba kayo??? CHOUR BAT KASI MAY PASOK SILA HAYS PLANO PLANO PA NG GALA EH,indeterminate
714,after ng lahat yung PAIN ang mag papalakas sayo.,indeterminate
715,Just another lovely &amp; beautiful day w my crush 🥰♥️ https://t.co/NfzFJGS9JX,negative
716,nag sakit gyud akoang kasing-kasing para kang alexa☹️,indeterminate
717,Happy SWEET 16th BIRTHDAY LIE I’m so honored to be part and witnessed your beautiful birthday celebration at naging bahagi ka ng buhay ko At Salamat din naging part din kami ng buhay mo wishing you all the best and more blessings to come -love BUDOY- https://t.co/iiOt8Zc9yj,negative
718,Nasabihan lang din naman ako eh. Bat parang kasalanan ko pa?,neutral
719,"Aimbridge Hospitality breaks ground on its new Hotel Support Center in Plano, TX. Recognizing our 2019 Employees of the Month with special guest Plano Mayor Harry LaRosiliere. Opening 2021. #aimbridgehospitality https://t.co/7kEZBzEhsV",positive
720,Trending killerbride hahahhaha ganda ata,negative
721,"@501Awani @KhalidSamad that the highest you can go? Nowdays barang mahal, minyak naik harga. I know you can go higher than RM1000.. sebab price tanah “sebelah” roughly RM4k - RM5k.",indeterminate
722,Biglang sakit ng ulo,neutral
723,Damn crush please notice me la please please please😭,neutral
724,shet ang ganda ng kpop medley dun sa perf ni karylle!!!!,negative
725,@JanbazzKiran @WaseemBadami @Erumbadamian @SanaAli38441856 @binteusman5 @nidazahra_ @Zahra_wbian @Fan_Sumii @Mahnur_29 @AmnaArss5610321 @maria90909 @maryam_wb_iuh @M43067 @MariaaaAmjad @ayesha775 @RumesaaBukhari @dar_azka @SheikhEmanEjaz1 Wow 😍 superb.. Alaaaa,negative
726,grrrr love uuu both mga bubu.💜 https://t.co/YoBqGuwk3F,negative
727,So 17 years and 1 hr na akong buhay sa Earth... HBD self let’s have a blast today 😝👑🎉,negative
728,Family feud ngppsring s smga social media accts nla s tgal ng away nla mgkptid khit sbhin kslanan ni gnito kesyo gnito pls stop talk it privately un kau kau lng ng-uusap try to be civil d p kau nhya s Pangulo at s nmyapa ama nyo. D mttpos tpos yan mtgal n alitan nyo. 🙄,neutral
729,KONTI NALANG DI NA AKO MASASALBA NG MGA KPOP GROUP NA INIISTAN 🙃,neutral
730,Crush pernah ckp “sayang kejap ehh abang busy kjp” AND I REPEAT IT OVER AND OVER😂,indeterminate
731,Ngeee gamay lagi akong PE and Health 🤔,neutral
732,Wehhh love nyaaaaaa 💕 https://t.co/tyX7HBHP4g,negative
733,A counter for whenever I listen to a song and picture myself as the/a subject of the song(positive or negative) to help me feel like something is being expressed literally or metaphorically… “You’re so vain…you probably think this... https://t.co/VPORFj8vBd,positive
734,@Malachionditi7 @JamalGaddafi Bata is your plug,positive
735,"@AmberJo06431526 Also, I totally thought I was picking a picture, not the music. 😂😂 I’ve worked too much the past few weeks and I’ve gone “batty!”",negative
736,"once you fall in love with someone, there’s no going back to being just friends.",neutral
737,kyungsoo saving kpop AND the military 😁💕 https://t.co/mqSBSf97rj,negative
738,"Yung iba dyan, pachat chat pa pero may ibang kayakap sa my day 🙄🙄🙄🤫 https://t.co/Pn0JsQCqUJ",neutral
739,@yllaaacxieeee HAHAHAHA kaya nga basta buhay da?,indeterminate
740,Exams + Research Me: mukhang di nako aabot sa sembreak ah https://t.co/BtjHTf8E0k,neutral
741,Sana all may pera kahit sembreak.,neutral
742,Walang matinong tulog.,neutral
743,Nakakalungkot isipin na ilang buwan na lang lilipat na ng bahay😭,neutral
744,2 arrested with 5 owls by Ghaziabad police. It’s indeed a timely and good catch. An advisory to all field formations will further tighten the noose. UP- Delhi landscape is quite sensitive for illegal trade of #owls during #Diwali. @dgpup @UpforestUp @WCCBHQ (Picture credit ToI) https://t.co/u2RaUIgGd6,negative
745,"It is a matter of pride that you have excelled in your respective professions &amp; are assets to this country. Even though there are only about 1300 #Indians in this country,your collective efforts in promoting our culture &amp; heritage is well noticed &amp; deeply appreciated.#diaspora https://t.co/xsmmY4QZh5",negative
746,"‘The announcement has raised speculation that the victims could have been Uighurs, Muslim citizens who live in the west of the country and who are harshly persecuted by the state’. This story is heartbreaking💔 https://t.co/oJdtPVIiYm",positive
747,Yoko na muna mag tingin-tingin ng mga my day o ig story. Puro i belong to the zoo tsaka the juans nakikita ko grrrr,neutral
748,send me things like this pls: “hey beautiful” “did you eat?” “how was your day?” “i missed you” “can you send me a picture bby?” “did you get your work done?” “im so proud of you!” “you’re so cute” *attachment: 1 image* :(💞💞💞💞💞💞💞💞💞💞,negative
749,@BATA_India @sharma_kanak What is DM?,positive
750,"THIS IS CRUEL: This woman awoke from a major surgery to learn that she—along with nearly 50,000 other GM workers—had lost her health benefits. https://t.co/3CTTdLUAJ7",neutral
751,Nag back read ako.. Lahat ng videos ko about kay dimple #linda the girl nambugbog sa ejeep ang dinelet nio..so mean dahil lang doon 72hrs di ko ma gamit fb ko gushhh https://t.co/tXmN66QKXQ,neutral
